name,cls,file,line,refs
getVisibleSensors,,ho/OLED_Mode_Remote.cpp,75,5
displaySettingsEditor,,ho/OLED_SettingsEditor.cpp,181,5
settingsEditorUp,,ho/OLED_SettingsEditor.cpp,468,5
settingsEditorDown,,ho/OLED_SettingsEditor.cpp,509,5
settingsEditorSelect,,ho/OLED_SettingsEditor.cpp,550,5
settingsEditorBack,,ho/OLED_SettingsEditor.cpp,649,5
oledGetCurrentModeName,,ho/OLED_Utils.cpp,265,5
oledContentEnd,,ho/OLED_Utils.cpp,732,5
oledContentUpdateScroll,,ho/OLED_Utils.cpp,842,5
oledScrollClear,,ho/OLED_Utils.cpp,907,5
oledScrollGetSelected,,ho/OLED_Utils.cpp,1001,5
oledKeyboardDrawIfActive,,ho/OLED_Utils.cpp,1777,5
oledKeyboardBackspace,,ho/OLED_Utils.cpp,1890,5
oledKeyboardToggleMode,,ho/OLED_Utils.cpp,1912,5
getLine,OLEDConsoleBuffer,ho/OLED_Utils.cpp,2214,5
oledDrawBackArrowIcon,,ho/OLED_Utils.cpp,2290,5
drawBackArrowIcon,,ho/OLED_Utils.cpp,2301,5
OLEDModeRegistrar,OLEDModeRegistrar,ho/OLED_Utils.cpp,2851,5
debugOLEDModeChange,,ho/OLED_Utils.cpp,2992,5
modeFromSlug,,ho/OLED_Utils.cpp,3991,5
getJoystickDelta,,ho/OLED_Utils.cpp,5413,5
applyOLEDRotation,,ho/OLED_Utils.cpp,6226,5
oledNotifyLocalDisplayAuthChanged,,ho/OLED_Utils.cpp,6283,5
oledPrepareForSleep,,ho/OLED_Utils.cpp,6334,5
currentCommandContext,,ho/System_AuthIdentity.cpp,166,5
queueAutomationSubCommand,,ho/System_Automation.cpp,79,5
isAutoInternalResult,,ho/System_Automation.cpp,109,5
rescheduleAfterFire,,ho/System_Automation.cpp,2400,5
startAutomationScheduler,,ho/System_Automation.cpp,3657,5
vbusSenseRead,,ho/System_Battery.cpp,78,5
bleScEstablished,,ho/System_BleSecureChannel.cpp,179,5
scNonce,,ho/System_BleSecureChannel.cpp,189,5
scSendReject,,ho/System_BleSecureChannel.cpp,292,5
cliEnterMode,,ho/System_CLIMode.cpp,23,5
getVideoRecordingCount,,ho/System_Camera_Video.cpp,451,5
getVideoRecordingsList,,ho/System_Camera_Video.cpp,469,5
streamDebugRecord,,ho/System_Debug.cpp,850,5
syncBluetoothParentFlag,,ho/System_Debug.cpp,1111,5
getDebugQueue,DebugManager,ho/System_Debug.cpp,3028,5
getDebugFreeQueue,DebugManager,ho/System_Debug.cpp,3032,5
buildTimestampPrefix,,ho/System_Debug.cpp,3126,5
macEqual6,,ho/System_ESPNow.cpp,403,5
sendEspNowStreamMessage,,ho/System_ESPNow.cpp,913,5
v4_crc16_ccitt,,ho/System_ESPNow.cpp,1129,5
fingerprintForPeer,,ho/System_ESPNow.cpp,1197,5
v4_crc16_ccitt,,ho/System_ESPNow.cpp,4195,5
buildLocalBondStatus,,ho/System_ESPNow.cpp,5180,5
buildCapabilitySummary,,ho/System_ESPNow.cpp,5277,5
loadSettingsFromCache,,ho/System_ESPNow.cpp,5676,5
macEqual6,,ho/System_ESPNow.cpp,6720,5
getMeshRoleString,,ho/System_ESPNow.cpp,6923,5
cleanupTimedOutChunks,,ho/System_ESPNow.cpp,7092,5
checkEspNowFirstTimeSetup,,ho/System_ESPNow.cpp,7122,5
isMeshPeerRecentlyActive,,ho/System_ESPNow.cpp,7371,5
metaGetSet,,ho/System_ESPNow.cpp,10216,5
cmd_espnow_roomcmd,,ho/System_ESPNow.cpp,10547,5
cmd_espnow_tagcmd,,ho/System_ESPNow.cpp,10597,5
espnowConsumePairingWindow,,ho/System_ESPNow.cpp,12008,5
cmd_espnow_remote,,ho/System_ESPNow.cpp,12371,5
espnowCryptoX25519Keygen,,ho/System_ESPNow_Crypto.cpp,147,5
fileSlotsFindByMsg,,ho/System_ESPNow_Files.cpp,244,5
fileSlotsGetReceivedChunks,,ho/System_ESPNow_Files.cpp,314,5
fileSlotsGetTotalChunks,,ho/System_ESPNow_Files.cpp,317,5
fileSlotsSnapshot,,ho/System_ESPNow_Files.cpp,370,5
findPendingByIdLocked,,ho/System_ESPNow_FsList.cpp,152,5
keyExIsInFlight,,ho/System_ESPNow_Handlers_Crypto.cpp,526,5
bytesToHex,,ho/System_ESPNow_Identity.cpp,32,5
espnowIdentityFormatPubHex,,ho/System_ESPNow_Identity.cpp,274,5
meshKeysFindByFingerprint,,ho/System_ESPNow_MeshKeys.cpp,138,5
findOrCreateCacheEntry,,ho/System_ESPNow_Sensors.cpp,228,5
startSensorDataStreaming,,ho/System_ESPNow_Sensors.cpp,318,5
isSensorDataStreamingEnabled,,ho/System_ESPNow_Sensors.cpp,419,5
setSensorBroadcastEnabled,,ho/System_ESPNow_Sensors.cpp,428,5
isSensorBroadcastEnabled,,ho/System_ESPNow_Sensors.cpp,433,5
getRemoteDevicesListJSON,,ho/System_ESPNow_Sensors.cpp,681,5
sessionsInit,,ho/System_ESPNow_Sessions.cpp,24,5
sessionFindBySessionId,,ho/System_ESPNow_Sessions.cpp,50,5
sessionAt,,ho/System_ESPNow_Sessions.cpp,148,5
sessionSlotCount,,ho/System_ESPNow_Sessions.cpp,154,5
pendingFrameDrainForPeer,,ho/System_ESPNow_Sessions.cpp,479,5
findByMsgId,,ho/System_ESPNow_Sessions.cpp,603,5
sendStatusMarkFailed,,ho/System_ESPNow_Sessions.cpp,674,5
transportToStableString,,ho/System_ESPSR.cpp,122,5
voiceDisarmInternal,,ho/System_ESPSR.cpp,137,5
voiceArmFromContextInternal,,ho/System_ESPSR.cpp,145,5
clearVoiceCliMappings,,ho/System_ESPSR.cpp,357,5
addSpecialPhrases,,ho/System_ESPSR.cpp,388,5
writeWavHeader,,ho/System_ESPSR.cpp,1095,5
restoreMicrophoneAfterSRIfNeeded,,ho/System_ESPSR.cpp,1445,5
clampFloat,,ho/System_ESPSR.cpp,1499,5
deinitI2SMicrophone,,ho/System_ESPSR.cpp,1593,5
runEdgeImpulseInference,,ho/System_EdgeImpulse.cpp,946,5
registerEdgeImpulseHandlers,,ho/System_EdgeImpulse.cpp,2478,5
getFeatureCount,,ho/System_FeatureRegistry.cpp,369,5
getFeatureByIndex,,ho/System_FeatureRegistry.cpp,373,5
canToggleFeature,,ho/System_FeatureRegistry.cpp,404,5
navigateUp,FileManager,ho/System_FileManager.cpp,92,5
getStorageStats,FileManager,ho/System_FileManager.cpp,360,5
setVisibilityFilter,FileManager,ho/System_FileManager.cpp,512,5
buildFilesListing,,ho/System_Filesystem.cpp,222,5
runFileWritePostSaveHooks,,ho/System_Filesystem.cpp,504,5
canDelete,,ho/System_Filesystem.cpp,1417,5
canCreate,,ho/System_Filesystem.cpp,1423,5
setFirstTimeSetupState,,ho/System_FirstTimeSetup.cpp,105,5
g2sidName,,ho/System_G2_Protocol.cpp,1305,5
discoverI2CDevices,,ho/System_I2C.cpp,1304,5
buildI2cDeviceListJson,,ho/System_I2C.cpp,1474,5
i2cGetConsecutiveErrors,,ho/System_I2C.h,369,5
setBusClock,I2CDeviceManager,ho/System_I2C_Manager.cpp,457,5
pausePolling,I2CDeviceManager,ho/System_I2C_Manager.cpp,601,5
resumePolling,I2CDeviceManager,ho/System_I2C_Manager.cpp,607,5
getImageCount,ImageManager,ho/System_ImageManager.cpp,360,5
getStorageStats,ImageManager,ho/System_ImageManager.cpp,477,5
llmLoadModel,,ho/System_LLM.cpp,746,5
freeTurnSlot,,ho/System_LLMChat.cpp,81,5
chatInit,,ho/System_LLMChat.cpp,217,5
chatBeginTurn,,ho/System_LLMChat.cpp,285,5
chatRetryLast,,ho/System_LLMChat.cpp,326,5
chatGetTurnInfo,,ho/System_LLMChat.cpp,435,5
llmKvCacheBytes,,ho/System_LLM_Internal.h,107,5
rmsnorm,,ho/System_LLM_Kernels.cpp,30,5
layernorm,,ho/System_LLM_Kernels.cpp,40,5
softmax,,ho/System_LLM_Kernels.cpp,55,5
vecAddInPlace,,ho/System_LLM_Kernels.cpp,68,5
sample_argmax,,ho/System_LLM_Sampler.cpp,24,5
stopMQTT,,ho/System_MQTT.cpp,946,5
mapLayersGetVisible,,ho/System_Maps.cpp,163,5
setViewport,OffscreenMapRenderer,ho/System_Maps.cpp,1375,5
clipLine,OffscreenMapRenderer,ho/System_Maps.cpp,1391,5
bresenhamLine,OffscreenMapRenderer,ho/System_Maps.cpp,1440,5
setViewport,OLEDMapRenderer,ho/System_Maps.cpp,1611,5
drawContextBar,OLEDMapRenderer,ho/System_Maps.cpp,1779,5
getFileCount,WaypointManager,ho/System_Maps.cpp,2350,5
findWaypointByName,WaypointManager,ho/System_Maps.cpp,2363,5
loadTrack,GPSTrackManager,ho/System_Maps.cpp,2621,5
getValidationMessage,GPSTrackManager,ho/System_Maps.cpp,2851,5
organizeMapFromAnyPath,,ho/System_Maps.cpp,3283,5
tryOrganizeLegacyWaypointsAtRoot,,ho/System_Maps.cpp,3305,5
hasPSRAMAvail,,ho/System_MemUtil.h,55,5
isKnown,,ho/System_MeshPeers.cpp,19,5
writeWavHeader,,ho/System_Microphone.cpp,187,5
stopRecording,,ho/System_Microphone.cpp,384,5
buildMicrophoneStatusJson,,ho/System_Microphone.cpp,724,5
getPowerModeName,,ho/System_Power.cpp,36,5
powerSleepTransitionAllowed,,ho/System_Power.cpp,250,5
powerSleepTransitionMark,,ho/System_Power.cpp,270,5
readU32LE,,ho/System_R1_Protocol.cpp,410,5
formatEpoch,,ho/System_R1_Protocol.cpp,423,5
freeHeapBytes,,ho/System_SelfDevice.cpp,21,5
putSecret,,ho/System_Settings.cpp,543,5
getSecret,,ho/System_Settings.cpp,547,5
cmd_espnowenabled,,ho/System_Settings.cpp,1319,5
cmd_serialrequireauth,,ho/System_Settings.cpp,1635,5
settingsLoadClampInt,,ho/System_Settings.cpp,1932,5
getWizardSystemPageCount,,ho/System_SetupWizard.cpp,269,5
getHeapBarData,,ho/System_SetupWizard.cpp,336,5
wizardModeMenuForPage,,ho/System_SetupWizard.cpp,592,5
wizardModeCurrentIndex,,ho/System_SetupWizard.cpp,598,5
wizardMoveUp,,ho/System_SetupWizard.cpp,737,5
wizardMoveDown,,ho/System_SetupWizard.cpp,754,5
wizardCycleOption,,ho/System_SetupWizard.cpp,771,5
createInputTask,,ho/System_TaskUtils.cpp,162,5
logoutTransport,,ho/System_User.cpp,373,5
cmd_pending_list,,ho/System_User.cpp,2053,5
cmd_serialrequireauth,,ho/System_User.cpp,3045,5
parseJsonInt,,ho/System_Utils.cpp,411,5
argLeadingTokenIsJson,,ho/System_Utils.cpp,1453,5
drawIconScaled,,ho/System_Utils.cpp,4152,5
normalizeCliArg,,ho/System_Utils.h,363,5
macToDisplayStr,,ho/System_Utils.h,395,5
peerCachePath,,ho/System_Utils.h,432,5
spiTeardown,,ho/System_VFS.cpp,110,5
isSDWritable,,ho/System_VFS.cpp,276,5
listVirtualEntries,,ho/System_VFS.cpp,344,5
mkdir,,ho/System_VFS.cpp,397,5
rmdir,,ho/System_VFS.cpp,459,5
cmd_wifirm,,ho/System_WiFi.cpp,200,5
cmd_wifiautoreconnect,,ho/System_WiFi.cpp,466,5
connectWiFiIndex,,ho/System_WiFi.cpp,603,5
cmd_httpstart,,ho/System_WiFi.cpp,951,5
cmd_httpstop,,ho/System_WiFi.cpp,975,5
cmd_certgen,,ho/System_WiFi.cpp,1090,5
setCorsHeaders,,ho/WebServer_MigrationTool.cpp,70,5
addDirectoryToBackup,,ho/WebServer_MigrationTool.cpp,129,5
broadcastEventToAllSessions,,ho/WebServer_Server.cpp,135,5
writeSessionCookie,,ho/WebServer_Server.cpp,258,5
hasLogoutReason,,ho/WebServer_Server.cpp,728,5
findLoginEntry,,ho/WebServer_Server.cpp,758,5
isLoginLocked,,ho/WebServer_Server.cpp,786,5
recordFailedLogin,,ho/WebServer_Server.cpp,812,5
broadcastSensorStatusToAllSessions,,ho/WebServer_Server.cpp,4638,5
anoI2cAddr,,ho/i2csensor_ano_encoder.cpp,123,5
anoLogHeap,,ho/i2csensor_ano_encoder.cpp,130,5
inputTask,,ho/i2csensor_ano_encoder.cpp,431,5
apdsBuildDataJSON,,ho/i2csensor_apds9960.cpp,75,5
rtcSyncToSystem,,ho/i2csensor_ds3231.cpp,215,5
rtcStartInternal,,ho/i2csensor_ds3231.cpp,569,5
thermalInit,,ho/i2csensor_mlx90640.cpp,449,5
thermalPoll,,ho/i2csensor_mlx90640.cpp,491,5
thermalBuildDataJSON,,ho/i2csensor_mlx90640.cpp,995,5
cmd_gpsstart,,ho/i2csensor_pa1010d.cpp,192,5
servoInit,,ho/i2csensor_pca9685.cpp,33,5
cmd_fmradio_mute,,ho/i2csensor_rda5807.cpp,648,5
cmd_fmradio_status,,ho/i2csensor_rda5807.cpp,670,5
inputTask,,ho/i2csensor_seesaw.cpp,425,5
presenceStartInternal,,ho/i2csensor_sths34pf80.cpp,268,5
bleRegisterPeer,,ho/BLE_Peers.cpp,71,6
findConnectionSlotByConnId,,ho/Bluetooth.cpp,100,6
disconnectBLE,,ho/Bluetooth.cpp,1115,6
sendBLEResponse,,ho/Bluetooth.cpp,1206,6
getBleModeString,,ho/Bluetooth.cpp,1909,6
pageSwapBegin,,ho/G2_Glasses.cpp,582,6
resetHijackListSwapCache,,ho/G2_Glasses.cpp,892,6
g2FindPageByHijackPage,,ho/G2_Glasses.cpp,3595,6
templeReset,,ho/G2_Glasses.cpp,6033,6
g2SendToRightTemple,,ho/G2_Glasses.cpp,6839,6
armCreateSlot,,ho/G2_Glasses.cpp,6987,6
waitCreateAck,,ho/G2_Glasses.cpp,7001,6
freePageSwapItems,,ho/G2_Glasses.cpp,7945,6
pageSwapEnqueue,,ho/G2_Glasses.cpp,8399,6
g2ShowTextAsList,,ho/G2_Glasses.cpp,9161,6
g2LensApplyContainer,,ho/G2_Glasses.cpp,10212,6
g2LensSetContainer,,ho/G2_Glasses.cpp,10235,6
g2HijackAuthContext,,ho/G2_HijackCmd.cpp,168,6
g2ShowCameraSettingsMenu,,ho/G2_Page_CameraSettings.cpp,566,6
navJsonPage,,ho/G2_Page_Files.cpp,428,6
showWiFiSavedList,,ho/G2_Page_Network.cpp,356,6
anoCell,,ho/G2_Page_Sensors.cpp,845,6
navJsonPage,,ho/G2_Page_Settings.cpp,419,6
spawnAIWorker,,ho/G2_Page_TestSuite.cpp,498,6
buildImageStreamingRows,,ho/G2_Page_TestSuite.cpp,791,6
buildSelectionRows,,ho/G2_Page_TestSuite.cpp,1165,6
buildCharsAsciiRows,,ho/G2_Page_TestSuite.cpp,1713,6
buildCharsUnicodeListRows,,ho/G2_Page_TestSuite.cpp,1731,6
g2BeginTextEntry,,ho/G2_Page_TextEntry.cpp,141,6
displayAnimation,,ho/OLED_Mode_Animations.cpp,471,6
extractStr,,ho/OLED_Mode_Automations.cpp,59,6
findIndexByTimestamp,,ho/OLED_Mode_CLI.cpp,29,6
drawFooter,,ho/OLED_Mode_LLM.cpp,244,6
handleFeaturesInput,,ho/OLED_SetupWizard.cpp,531,6
handleSensorsInput,,ho/OLED_SetupWizard.cpp,547,6
handleNetworkInput,,ho/OLED_SetupWizard.cpp,551,6
handleSystemInput,,ho/OLED_SetupWizard.cpp,555,6
oledScrollUp,,ho/OLED_Utils.cpp,946,6
oledScrollDown,,ho/OLED_Utils.cpp,966,6
oledScrollSetSplitPane,,ho/OLED_Utils.cpp,1040,6
oledKeyboardComplete,,ho/OLED_Utils.cpp,1901,6
i2cOledTransactionVoid,,ho/OLED_Utils.cpp,3110,6
i2cOledTransactionVoid,,ho/OLED_Utils.cpp,3462,6
i2cOledTransactionVoid,,ho/OLED_Utils.cpp,3709,6
i2cOledTransactionVoid,,ho/OLED_Utils.cpp,3769,6
i2cOledTransactionVoid,,ho/OLED_Utils.cpp,4231,6
invalidateDynamicMenu,,ho/OLED_Utils.cpp,4915,6
popOLEDMode,,ho/OLED_Utils.cpp,5237,6
applyOLEDBrightness,,ho/OLED_Utils.cpp,6208,6
anonSentinel,,ho/System_AuthIdentity.cpp,52,6
getBatteryStatusString,,ho/System_Battery.cpp,416,6
getBatteryIcon,,ho/System_Battery.cpp,435,6
renderHelpMain,,ho/System_CLI.cpp,102,6
cliExitMode,,ho/System_CLIMode.cpp,46,6
cameraPwrSend,,ho/System_Camera_DVP.cpp,984,6
initialize,DebugManager,ho/System_Debug.cpp,3017,6
incrementDebugDropped,DebugManager,ho/System_Debug.cpp,3036,6
logI2CError,,ho/System_Debug.cpp,3137,6
meshFingerprintForLabel,,ho/System_ESPNow.cpp,1154,6
v4_dispatch_post_cleanup,,ho/System_ESPNow.cpp,4105,6
findTopoStream,,ho/System_ESPNow.cpp,6716,6
macFromHexString,,ho/System_ESPNow.cpp,7247,6
meshSendEnvelopeToPeers,,ho/System_ESPNow.cpp,7517,6
sendBondedSensorData,,ho/System_ESPNow.cpp,11682,6
espnowUpdateSentDeliveryState,,ho/System_ESPNow.cpp,14334,6
espnowCryptoRandomBytes,,ho/System_ESPNow_Crypto.cpp,39,6
fileSlotsRelease,,ho/System_ESPNow_Files.cpp,324,6
ensureUnencryptedPeer,,ho/System_ESPNow_Handlers_Crypto.cpp,105,6
stopSensorDataStreaming,,ho/System_ESPNow_Sensors.cpp,373,6
statsBump,,ho/System_ESPNow_Tx.cpp,58,6
addVoiceCliMapping,,ho/System_ESPSR.cpp,361,6
isESPSRRunning,,ho/System_ESPSR.cpp,2656,6
getCurrentItem,FileManager,ho/System_FileManager.cpp,235,6
lookupRule,,ho/System_Filesystem.cpp,1218,6
roleName,,ho/System_Filesystem.cpp,1341,6
cleanupLogOrphan,,ho/System_Filesystem.cpp,1685,6
g2CrcCcittFalse,,ho/System_G2_Protocol.cpp,10,6
g2PbWriteTag,,ho/System_G2_Protocol.cpp,101,6
i2cSetDefaultWire1Clock,,ho/System_I2C.cpp,3026,6
i2cOledTransactionVoid,,ho/System_I2C.h,160,6
dequeueDeviceStart,,ho/System_I2C.h,316,6
getQueueDepth,,ho/System_I2C.h,331,6
initialize,I2CDeviceManager,ho/System_I2C_Manager.cpp,56,6
dequeueDeviceStart,I2CDeviceManager,ho/System_I2C_Manager.cpp,538,6
getQueueDepth,I2CDeviceManager,ho/System_I2C_Manager.cpp,593,6
recordSuccess,I2CDevice,ho/System_I2C_Manager.cpp,682,6
chatGetTurnCount,,ho/System_LLMChat.cpp,428,6
chatReadTurn,,ho/System_LLMChat.cpp,452,6
chatIsGenerating,,ho/System_LLMChat.cpp,494,6
ensureSubtypeVisibilityInited,,ho/System_Maps.cpp,156,6
getAvailableMaps,MapCore,ho/System_Maps.cpp,977,6
drawDashedLine,OffscreenMapRenderer,ho/System_Maps.cpp,1458,6
drawDottedLine,OffscreenMapRenderer,ho/System_Maps.cpp,1481,6
drawPositionMarker,OffscreenMapRenderer,ho/System_Maps.cpp,1525,6
shouldRenderFeature,OffscreenMapRenderer,ho/System_Maps.cpp,1587,6
drawDashedLine,OLEDMapRenderer,ho/System_Maps.cpp,1696,6
drawDottedLine,OLEDMapRenderer,ho/System_Maps.cpp,1726,6
drawPositionMarker,OLEDMapRenderer,ho/System_Maps.cpp,1745,6
shouldRenderFeature,OLEDMapRenderer,ho/System_Maps.cpp,1853,6
selectTarget,WaypointManager,ho/System_Maps.cpp,2410,6
setLiveTracking,GPSTrackManager,ho/System_Maps.cpp,2752,6
isMapFileByMagic,,ho/System_Maps.cpp,3263,6
__psAllocReportFallback,,ho/System_MemUtil.h,20,6
ps_calloc,,ho/System_MemUtil.h,168,6
ps_calloc,,ho/System_MemUtil.h,186,6
isHealthy,,ho/System_MeshPeers.cpp,9,6
getMicSoftwareGainMultiplier,,ho/System_Microphone.cpp,95,6
getMicDcOffset,,ho/System_Microphone.cpp,100,6
anonSentinel,,ho/System_Notifications.cpp,70,6
notifyCooldownOk,,ho/System_Notifications.cpp,178,6
notifyFileDeleted,,ho/System_Notifications.cpp,478,6
getDeviceFingerprint,,ho/System_Settings.cpp,318,6
handleSettingCommand,,ho/System_Settings.cpp,2139,6
getSystemItemAt,,ho/System_SetupWizard.cpp,279,6
wizardModeMenuForFeature,,ho/System_SetupWizard.cpp,584,6
wizardIsPageVisible,,ho/System_SetupWizard.cpp,650,6
wizardToggleCurrentItem,,ho/System_SetupWizard.cpp,711,6
g2PairedUserGet,,ho/System_User.cpp,37,6
updateUserLastSeen,,ho/System_User.cpp,935,6
timeSyncUpdateBootEpoch,,ho/System_Utils.cpp,737,6
writeText,,ho/System_Utils.cpp,800,6
buildSystemInfoJson,,ho/System_Utils.cpp,1478,6
syncNTPAndResolve,,ho/System_Utils.cpp,2162,6
getBitmapBit,,ho/System_Utils.cpp,4145,6
stripSdPrefix,,ho/System_VFS.cpp,335,6
cmd_wifitxpower,,ho/System_WiFi.cpp,432,6
findWiFiNetwork,,ho/System_WiFi.cpp,522,6
ensureWiFiInitialized,,ho/System_WiFi.cpp,1338,6
setupWiFi,,ho/System_WiFi.cpp,1357,6
webEspnowSendJsonEscapedString,,ho/WebPage_ESPNow.cpp,59,6
handleCorsOptions,,ho/WebServer_MigrationTool.cpp,76,6
addFileToBackup,,ho/WebServer_MigrationTool.cpp,106,6
setSession,,ho/WebServer_Server.cpp,276,6
clearLoginAttempts,,ho/WebServer_Server.cpp,838,6
getLogoutReason,,ho/WebServer_Server.cpp,1358,6
streamPasswordChangeInner,,ho/WebServer_Server.cpp,1555,6
startHttpServer,,ho/WebServer_Server.cpp,4786,6
getFileBrowserScript,,ho/WebServer_Utils.h,173,6
streamCommonCSS,,ho/WebServer_Utils.h,1235,6
rtcSyncFromSystem,,ho/i2csensor_ds3231.cpp,250,6
fuelGaugeReadReg16,,ho/i2csensor_max17048.cpp,50,6
gpsBuildDataJSON,,ho/i2csensor_pa1010d.cpp,315,6
gamepadLogHeap,,ho/i2csensor_seesaw.cpp,68,6
gamepadBuildDataJSON,,ho/i2csensor_seesaw.cpp,413,6
bleEnableStream,,ho/Bluetooth.cpp,2222,7
bleDisableStream,,ho/Bluetooth.cpp,2227,7
pageSwapEnd,,ho/G2_Glasses.cpp,585,7
g2SubmitBleConnect,,ho/G2_Glasses.cpp,6636,7
g2Connect,,ho/G2_Glasses.cpp,6658,7
g2Disconnect,,ho/G2_Glasses.cpp,6737,7
g2EnqueueLensJob,,ho/G2_Glasses.cpp,8429,7
g2HideEvenAICard,,ho/G2_Glasses.cpp,10844,7
tearDownActiveContainer,,ho/G2_Glasses.cpp,12390,7
stateName,,ho/G2_HijackFsm.cpp,41,7
showSubMenu,,ho/G2_Page_CameraSettings.cpp,500,7
ensureFm,,ho/G2_Page_Files.cpp,124,7
g2ShowNetworkMenu,,ho/G2_Page_Network.cpp,173,7
showBluetoothG2Menu,,ho/G2_Page_Network.cpp,564,7
showBluetoothR1Menu,,ho/G2_Page_Network.cpp,607,7
showHttpMenu,,ho/G2_Page_Network.cpp,1769,7
buildModuleRows,,ho/G2_Page_Settings.cpp,193,7
buildImageRows,,ho/G2_Page_TestSuite.cpp,746,7
buildDisplayRows,,ho/G2_Page_TestSuite.cpp,1096,7
buildBracketsRows,,ho/G2_Page_TestSuite.cpp,1786,7
g2RingDisconnect,,ho/G2_Ring.cpp,985,7
audioReadPcm,,ho/HAL_Audio.cpp,165,7
perfMarkSection,,ho/HardwareOne.cpp,967,7
heapLogSummary,,ho/HardwareOne.cpp,1116,7
showOLEDMessage,,ho/OLED_FirstTimeSetup.cpp,636,7
addBtItem,,ho/OLED_Mode_Bluetooth.cpp,60,7
getMenuAvailability,,ho/OLED_Mode_Menu.cpp,106,7
initPowerScrollStates,,ho/OLED_Mode_Power.cpp,25,7
startPatternKeyboard,,ho/OLED_Mode_SetPattern.cpp,45,7
isSettingVisible,,ho/OLED_SettingsEditor.cpp,26,7
oledPairingRibbonShow,,ho/OLED_UI.cpp,502,7
findOLEDMode,,ho/OLED_Utils.cpp,2896,7
enterUnavailablePage,,ho/OLED_Utils.cpp,3001,7
rotateCubePoint,,ho/OLED_Utils.cpp,3150,7
projectCubePoint,,ho/OLED_Utils.cpp,3176,7
getMenuAvailability,,ho/OLED_Utils.cpp,4927,7
updateInputState,,ho/OLED_Utils.cpp,5354,7
getNewlyPressedButtons,,ho/OLED_Utils.cpp,5383,7
oledUpdate,,ho/OLED_Utils.cpp,6193,7
bumpIdentityGeneration,,ho/System_AuthIdentity.cpp,13,7
getSlotReadOnly,,ho/System_AuthIdentity.cpp,74,7
findJsonObjectEnd,,ho/System_Automation.cpp,233,7
updateAutomationNextAt,,ho/System_Automation.cpp,539,7
evaluateCondition,,ho/System_Automation.cpp,2531,7
updateBattery,,ho/System_Battery.cpp,387,7
scLog,,ho/System_BleSecureChannel.cpp,24,7
scFind,,ho/System_BleSecureChannel.cpp,160,7
bleScReset,,ho/System_BleSecureChannel.cpp,174,7
cliInModeActive,,ho/System_CLIMode.cpp,61,7
lockCameraMutex,,ho/System_Camera_DVP.cpp,40,7
cameraPowerWorkerEnsureStarted,,ho/System_Camera_DVP.cpp,957,7
executeCommandThroughRegistry,,ho/System_Command.cpp,167,7
argFloat,CommandArgs,ho/System_Command.cpp,400,7
cmd_debugllm_impl,,ho/System_Debug.cpp,1386,7
v4_reasm_reset,,ho/System_ESPNow.cpp,136,7
v4_send_ack,,ho/System_ESPNow.cpp,2158,7
finalizeTopologyStream,,ho/System_ESPNow.cpp,6697,7
getMeshPeerMeta,,ho/System_ESPNow.cpp,7302,7
cmd_espnow_init,,ho/System_ESPNow.cpp,8958,7
sendBondStreamCtrl,,ho/System_ESPNow.cpp,11729,7
FileSlotsLockGuard,,ho/System_ESPNow_Files.cpp,46,7
fsListCancel,,ho/System_ESPNow_FsList.cpp,276,7
espnowKeyExInitiate,,ho/System_ESPNow_Handlers_Crypto.cpp,554,7
sessionIsASide,,ho/System_ESPNow_Handlers_Crypto.cpp,727,7
findSlotByMac,,ho/System_ESPNow_Identity.cpp,326,7
sessionIsASide,,ho/System_ESPNow_Sessions.cpp,104,7
ensureVoiceArmMutex,,ho/System_ESPSR.cpp,116,7
srSyncDebugLevel,,ho/System_ESPSR.cpp,285,7
freeModelResources,,ho/System_EdgeImpulse.cpp,418,7
getItem,FileManager,ho/System_FileManager.cpp,156,7
canRead,,ho/System_Filesystem.cpp,1411,7
setSetupProgressStage,,ho/System_FirstTimeSetup.cpp,110,7
g2PbWriteVarint,,ho/System_G2_Protocol.cpp,90,7
cmd_sensorstart_queued,,ho/System_I2C.cpp,316,7
i2cProbeAddress,,ho/System_I2C.h,236,7
i2cConfirmPresent,,ho/System_I2C.h,299,7
performBusRecovery,I2CDeviceManager,ho/System_I2C_Manager.cpp,310,7
ensureCaptureFolder,ImageManager,ho/System_ImageManager.cpp,96,7
listImages,ImageManager,ho/System_ImageManager.cpp,296,7
llmUnload,,ho/System_LLM.cpp,802,7
readChunked,,ho/System_LLM_Model.cpp,83,7
getFeatureStyle,MapRenderer,ho/System_Maps.cpp,254,7
loadMapFile,MapCore,ho/System_Maps.cpp,290,7
loadTileData,MapCore,ho/System_Maps.cpp,804,7
getFeatureStyle,OffscreenMapRenderer,ho/System_Maps.cpp,1569,7
getFeatureStyle,OLEDMapRenderer,ho/System_Maps.cpp,1821,7
addWaypoint,WaypointManager,ho/System_Maps.cpp,2259,7
addWaypoint,WaypointManager,ho/System_Maps.cpp,2276,7
validateTrack,GPSTrackManager,ho/System_Maps.cpp,2819,7
getRecordingCount,,ho/System_Microphone.cpp,412,7
getRecordingsList,,ho/System_Microphone.cpp,435,7
getRGBFromName,,ho/System_NeoPixel.cpp,170,7
getSlotReadOnly,,ho/System_Notifications.cpp,92,7
notifySettingChanged,,ho/System_Notifications.cpp,415,7
macString,,ho/System_SelfDevice.cpp,55,7
